otherCatalogNumbers,catalogNumber,institutionCode,collectionCode,basisOfRecord,typeStatus,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank,identificationQualifier,identifiedBy,decimalLatitude,decimalLongitude,country,stateProvince,waterBody,eventDate,locality,recordedBy,associatedSequences
PITI101,46157,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Birindelli, J. et al.",-0.88777,-59.57444,Brazil,Amazonas,Uatumã,2014-09-19,Corredeira 40 ilhas - rio Pitinga,"L. Rapp Py-Daniel, et al.",MG752121
PITI123,46157,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Birindelli, J. et al.",-0.88777,-59.57444,Brazil,Amazonas,Uatumã,2014-09-19,Corredeira 40 ilhas - rio Pitinga,"L. Rapp Py-Daniel, et al.",MG752122
PITI134,46157,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Birindelli, J. et al.",-0.88777,-59.57444,Brazil,Amazonas,Uatumã,2014-09-19,Corredeira 40 ilhas - rio Pitinga,"L. Rapp Py-Daniel, et al.",MG752123
PITI97,46157,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Birindelli, J. et al.",-0.88777,-59.57444,Brazil,Amazonas,Uatumã,2014-09-19,Corredeira 40 ilhas - rio Pitinga,"L. Rapp Py-Daniel, et al.",MG752124
PITI98,46157,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Birindelli, J. et al.",-0.88777,-59.57444,Brazil,Amazonas,Uatumã,2014-09-19,Corredeira 40 ilhas - rio Pitinga,"L. Rapp Py-Daniel, et al.",MG752125
PITI99,46157,INPA,ICT,PreservedSpecimen,Other material,"Mylesinus paraschomburgkii Jégu, Santos & Ferreira 1989",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paraschomburgkii,species,NA,"Birindelli, J. et al.",-0.88777,-59.57444,Brazil,Amazonas,Uatumã,2014-09-19,Corredeira 40 ilhas - rio Pitinga,"L. Rapp Py-Daniel, et al.",MG752126
1050397,1050397,UFPA,NA,PreservedSpecimen,Other material,Mylesinus paucisquamatus Jégu & Santos 1988,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paucisquamatus,species,NA,"Andrade, M.",-5.88555,-50.5319,Brazil,Para,Tocantins,NA,"Brasil, Pará, Parauapebas, Rio Itacaiúnas, Caldeirão",Marcelo Andrade,MG752130
1050400,1050400,UFPA,NA,PreservedSpecimen,Other material,Mylesinus paucisquamatus Jégu & Santos 1988,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Mylesinus,paucisquamatus,species,NA,"Andrade, M.",-5.88555,-50.5319,Brazil,Para,Tocantins,NA,"Brasil, Pará, Parauapebas, Rio Itacaiúnas, Caldeirão",Marcelo Andrade,MG752131
15293,52514,INPA,ICT,PreservedSpecimen,Other material,Myleus micans (Lütken 1875),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,micans,species,NA,"Andrade, M.",-14.33722,-43.82527,Brazil,Minas Gerais/Bahia,São Francisco,2015-03-12,rio São Francisco na foz do rio Carinhanha,Valeria Machado,MG752132
15294,52514,INPA,ICT,PreservedSpecimen,Other material,Myleus micans (Lütken 1875),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,micans,species,NA,"Andrade, M.",-14.33722,-43.82527,Brazil,Minas Gerais/Bahia,São Francisco,2015-03-12,rio São Francisco na foz do rio Carinhanha,Valeria Machado,MG752133
15295,52514,INPA,ICT,PreservedSpecimen,Other material,Myleus micans (Lütken 1875),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,micans,species,NA,"Andrade, M.",-14.33722,-43.82527,Brazil,Minas Gerais/Bahia,São Francisco,2015-03-12,rio São Francisco na foz do rio Carinhanha,Valeria Machado,MG752134
15296,52514,INPA,ICT,PreservedSpecimen,Other material,Myleus micans (Lütken 1875),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,micans,species,NA,"Andrade, M.",-14.33722,-43.82527,Brazil,Minas Gerais/Bahia,São Francisco,2015-03-12,rio São Francisco na foz do rio Carinhanha,Valeria Machado,MG752135
15297,52514,INPA,ICT,PreservedSpecimen,Other material,Myleus micans (Lütken 1875),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,micans,species,NA,"Andrade, M.",-14.33722,-43.82527,Brazil,Minas Gerais/Bahia,São Francisco,2015-03-12,rio São Francisco na foz do rio Carinhanha,Valeria Machado,MG752136
11594,46303,INPA,ICT,PreservedSpecimen,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Machado, V.",-4.55244,-56.28869,Brazil,Pará,Tapajós,2012-11-24,rio Tapajós a montante das corredeiras de São Luis do Tapajós,Valeria Machado,MG752148
14067,23439,INPA,ICT,PreservedSpecimen,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Andrade, M.",2.79952,-60.66669,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado,MG752149
14070,23439,INPA,ICT,PreservedSpecimen,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Andrade, M.",2.79952,-60.66669,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado,MG752152
14072,23439,INPA,ICT,PreservedSpecimen,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Andrade, M.",2.79952,-60.66669,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado,MG752153
15384,23447,INPA,ICT,PreservedSpecimen,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Machado, V.",-5.7553,-57.35366,Brazil,Pará,Tapajós,2015-10-09,localidade 2 rio Tapajós,Valeria Machado,MG752157
15385,23447,INPA,ICT,PreservedSpecimen,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Machado, V.",-5.7553,-57.35366,Brazil,Pará,Tapajós,2015-10-09,localidade 2 rio Tapajós,Valeria Machado,MG752158
15415,23447,INPA,ICT,PreservedSpecimen,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Machado, V.",-5.6295277778,-57.25313,Brazil,Pará,Tapajós,2015-10-11,localidade 3 rio Tapajós,Valeria Machado,MG752159
15429,23447,INPA,ICT,PreservedSpecimen,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Machado, V.",-5.6295277778,-57.25313,Brazil,Pará,Tapajós,2015-10-11,localidade 3 rio Tapajós,Valeria Machado,MG752160
PITI164,46133,INPA,ICT,PreservedSpecimen,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Birindelli, J. et al.",-0.88777,-59.57444,Brazil,Amazonas,Uatumã,2014-09-19,Corredeira 40 ilhas - rio Pitinga,"L. Rapp Py-Daniel, et al.",MG752164
PITI165,46133,INPA,ICT,PreservedSpecimen,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Birindelli, J. et al.",-0.88777,-59.57444,Brazil,Amazonas,Uatumã,2014-09-19,Corredeira 40 ilhas - rio Pitinga,"L. Rapp Py-Daniel, et al.",MG752165
15156,56743,INPA,ICT,PreservedSpecimen,Other material,Myloplus aff. rubripinnis,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,NA,genus,aff. rubripinnis,"Andrade, M.",-10.16291,-59.44858,Brazil,Mato Grosso,Aripuanã,2014-12-12,Jusante da cachoeira de Dardanelos - MT,Valeria Machado,MG752314
15232,23309,INPA,ICT,PreservedSpecimen,Other material,Myloplus aff. rubripinnis,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,NA,genus,aff. rubripinnis,"Andrade, M.",-9.77827,-59.39833,Brazil,Mato Grosso,Aripuanã,2014-12-09,Confluencia do rio Branco com Aripuanã - MT,Valeria Machado,MG752320
15237,56744,INPA,ICT,PreservedSpecimen,Other material,Myloplus aff. rubripinnis,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,NA,genus,aff. rubripinnis,"Andrade, M.",-9.797175,-59.34406,Brazil,Mato Grosso,Aripuanã,2014-12-09,"rio Natal, abaixo de Dardanelos - MT",Valeria Machado,MG752323
